trip_distance_km,Fare Amount
2.3239888057835203,9.870188
2.4261142743007347,10.273992
0.6188220721516673,4.942087
1.961648128030586,8.2979965
5.388992448689232,14.65722
3.2235605082703906,10.446107
0.9298931320133312,5.560177
21.546863585698883,47.59617
3.875177819045635,11.543906
1.100139159885866,6.8535843
2.318412735686803,9.943808
4.820691548733676,16.326622
0.7228965673643039,4.677194
1.6760291140400954,6.6805058
2.5048184146170818,8.123085
5.1169809978410905,12.254547
0.2989318521002313,4.726962
2.531942046108844,8.869674
0.7806894660864008,5.0947576
0.4274160967501617,4.826614
1.6524640862402231,8.115186
1.969828727074053,9.33346
1.305851061815625,7.341695
1.9018913624148375,9.391699
5.781534722058515,19.107998
1.1220387161209908,6.8801894
14.311030774762408,38.661297
9.430829716521595,27.267395
1.1448879343600085,6.7106986
4.6978450218239,16.489082
2.9012864296439402,10.933685
1.1824521391414338,6.821832
1.0709726854993507,6.821951
2.8749306638977217,11.611025
2.053538352453536,9.152218
1.564030995383035,7.9601016
1.1450946410723564,6.84947
0.9933071720020286,6.2518296
1.5687145216837914,7.9171734
0.7167429160305051,5.2810574
7.065508197970761,20.120562
2.5794408628163015,11.293706
6.258086520083724,19.811563
2.368807880944101,10.325441
0.5883344713202444,5.740122
3.081838289882841,12.387191
0.8823685542278372,6.151921
1.2223635580137748,6.8677206
1.0480905751744278,6.821832
0.6961582316798135,5.9086137
3.017146713359837,12.207728
3.3962418677179675,13.5515785
6.14381965260307,19.49554
1.10651352987404,6.8801894
1.3378328066953529,7.7164736
4.824332498700187,16.393074
3.630596203644648,12.911474
2.4354137509119043,10.421595
3.802756113643813,13.965455
3.8732661872551306,13.965455
1.3647859017820518,7.7164736
2.6126609475653235,11.568887
0.7698121788395761,5.9362516
0.8336295641883122,5.9545755
1.534276785820664,8.059753
1.3523284863008371,7.411699
2.682765479927188,11.483506
1.0045102171793872,6.3731647
0.5570288988252099,5.64047
5.522039514771153,17.85696
1.2323741141295805,6.9454823
0.6347783837075209,5.6988273
2.9063201908634126,11.864809
1.370878910728886,7.6204615
2.475736752749764,10.390875
2.92526731336831,11.894082
16.057729932125216,45.132683
0.3154018092709486,5.6988273
0.45303147103732927,5.6863585
0.7831940592380144,5.425316
1.1034747138569896,6.9454823
1.07738775038341,6.65246
1.52890391830223,8.059753
2.4707999828612395,10.320308
6.0060204061316345,19.627113
1.2636019822612574,6.581594
0.45869894657827803,5.668108
1.4004670510663237,7.6204615
5.150917085114397,17.52665
2.532864954578636,10.784299
2.647751722914175,11.619364
2.0089809262637606,9.360979
1.2311239592376695,6.821832
1.211081413273997,6.8801894
4.168290992969651,15.247883
4.320103347680154,15.2985525
2.978998979527628,12.08408
3.935765042828204,13.925608
1.3939862206545601,7.6659946
2.6431675850612253,11.355886
2.802380127203381,11.638944
1.2355556852975993,7.645402
20.807981255349816,56.161304
1.2507050065538525,7.3681755
0.0251377330631773,15.001609
0.578957167608133,4.96346
3.072373859225437,11.598567
2.467758596211461,10.486885
3.071920523979774,12.624254
9.559859144432146,33.998913
10.97446126625512,34.544865
6.237330924720032,19.627113
2.7933877571178294,11.568377
2.3773182518953266,10.49087
1.1579145986778674,6.921484
1.7588427378962042,7.89785
8.316488899155319,24.661066
2.9057888548933737,10.766389
1.4192613928046423,7.5498953
2.6340177935036113,11.541605
2.625688665981852,10.399966
0.0,11.899073
2.0576619357440338,8.454615
0.9972555143383768,6.3514814
1.3610134985092708,7.48169
0.6111007411144156,5.76412
1.590141131270602,8.194611
3.1401301888976585,12.50321
1.6835684877305408,8.612298
5.717017399062302,19.007858
0.9596575115962991,6.2519484
0.3283497084828796,5.6405888
1.503149921265385,7.43272
1.2898528907467846,7.366728
1.376500332359393,7.6438117
0.5851577389355839,5.6988273
3.376845727756809,13.5223055
0.9462884390438148,6.3514814
7.177914986156273,21.410053
1.9131695580801342,9.384328
0.614852889069212,5.6988273
2.220884601258691,9.970412
1.9928740258802042,9.360979
0.8304311931747803,5.9975038
1.1371903581380545,6.921484
2.332340052745823,10.294722
2.691954297573133,11.554073
2.3259275865022295,10.062143
2.0450210530481727,8.479847
0.9784256235155173,6.3514814
2.9512547590323392,11.9593725
2.2437976236384714,9.874402
1.20283149140639,6.003538
0.7490879233955544,4.542886
3.98467460535601,11.68945
1.9510054087323594,8.073767
1.954771051349292,8.216347
7.916837830539484,19.610476
3.4031246061898037,11.365607
2.4898788767211997,8.19542
4.495313112164922,12.274396
1.4158137288091386,6.4859376
9.890525679451493,27.543928
6.495769023138636,15.717197
0.6568363060983631,4.661397
2.7351877382600884,8.491098
0.2899877636350882,4.96994
6.036079160609528,19.618546
0.9652457968187413,5.7129583
2.53271709870395,10.332868
2.396003793378054,10.122686
2.4642679195857453,8.207735
8.72413659726825,20.5434
1.5731417270267263,6.3295965
0.2815195496490393,4.012925
2.633543991533843,8.374786
1.4872392445867453,6.183502
1.9701611847993294,7.319808
8.710561274041568,22.08107
2.0895985515839,7.6538363
6.060017395587542,19.58244
2.0396512526275976,9.288665
5.312974132389725,17.470644
2.1261535848805804,9.671736
2.47273562777315,9.895672
2.1712456752450406,9.693202
1.762200307237799,8.769594
3.3317598247768063,12.833744
20.224128730354924,54.25603
1.3737002568774233,7.3792744
1.9934517521752861,8.826909
2.002984484756055,9.370643
0.915923919916764,6.1697474
1.2064742676846532,5.5915914
1.2927441297570612,6.496496
2.704713526208979,9.2862015
1.3833979216025014,6.7096868
3.8367455926190144,11.61592
0.936617051504345,5.9696155
2.0949771471488137,7.926344
3.0856953988999964,9.440973
3.3742391483984506,10.183659
0.29948131454029636,4.8394623
1.832707111331796,7.017586
1.2376135652484632,5.8594904
0.8640043505373911,5.187852
2.4368504322130957,8.670925
2.8754053721516772,9.323499
1.8762931315769789,8.038255
6.957957916593266,17.543251
1.1644987996506113,5.7738986
5.0329586744885555,14.001069
4.0495205773117675,12.361842
1.7134349182358874,7.4334793
4.074435728335315,12.427133
1.4701870511952577,6.9723268
5.2107882302622714,12.252628
5.8625904086644764,14.450627
5.5121923775703765,12.964923
0.44225365367947095,4.079035
4.494878069184266,11.696291
0.4757006209569475,4.5673637
4.779130149182917,12.168396
10.864637361922242,28.044613
3.576286180414018,10.429437
1.7735468206538396,6.8968487
1.8022972452953492,6.799802
2.442262396376168,8.018721
1.2218380559983484,5.536125
1.6842652229123407,6.557075
1.1866700405162993,8.184963
2.9866751917250367,8.925862
2.4593143528554595,7.948155
9.209094367275535,22.767353
3.759973232954499,10.513893
1.609739756340541,5.6653423
1.111201304724423,5.5871134
3.169743281918804,9.302541
2.8110259156813022,8.558276
4.34691783535146,11.361754
3.7133098504971698,10.502098
1.9828389833796147,7.356739
1.1064085869231517,5.0477962
1.6598709626388275,5.727059
2.7530536405473374,8.481358
5.420925650000979,12.806726
3.535125409135803,9.650653
9.860881482487724,27.49116
22.351433737591623,46.89514
2.513983106840256,8.202544
2.814440070783541,8.558276
8.792062252143129,27.219809
8.204275054789212,18.180407
3.1902015680299147,9.833301
7.07495698504492,17.216194
7.546714266452459,16.692303
2.5252873479091593,8.201097
6.199990691345542,15.239397
3.209183852517072,9.438398
8.421356075535716,19.443865
3.0788528858708766,13.023849
4.839315746379878,12.192157
13.620597821198624,30.363573
5.102137775737142,12.647091
6.870696856602857,16.717579
2.0458452046244218,7.452751
6.228335647795548,15.239397
8.509506361886977,21.50714
19.995900596297766,46.30373
2.9379646157242223,7.999431
0.3029715482851228,4.5673637
0.720697666438785,4.8938646
3.312680470577742,11.600796
2.5046353276305915,9.509675
3.4347769583801497,13.132569
1.3816133686431347,6.628756
1.4342542776122014,7.7395062
6.01529718876539,17.94898
1.7652558283561017,7.552508
0.0,30.528034
2.341089811219264,9.326994
8.324377939707283,19.609993
1.2452617547889724,5.77824
8.812153096102465,22.02265
3.5580858624778577,10.521928
2.5721318192671845,10.431713
2.790203934012571,11.600579
3.8603286804333523,12.850832
2.3661758119375462,8.783457
0.9163884826240134,5.493999
6.059664681885385,14.473831
2.8934821293311286,9.103844
2.149984853107486,7.9810443
2.520353566275362,9.926147
2.697795593082846,11.467727
0.9623309415865968,6.2835817
1.0647001929101991,6.357699
0.7647054549195125,5.8844447
11.742025143272993,28.979506
0.7617317622862615,5.081185
2.175443525620844,8.532524
19.70084404559528,46.38389
3.5522601581363644,11.114487
12.845461086222413,31.471155
1.846658994353718,7.559208
0.20490573115984045,5.6291046
